OrderDate,Category,City,Country,CustomerName,Discount,OrderID,PostalCode,Profit,Quantity,Account,Sales,Segment,ShipDate,ShipMode,State,Sub_Category,DaystoShipActual,SalesForecast,ShipStatus,DaystoShipScheduled,OrderProfitable,SalesperCustomer,ProfitRatio,SalesaboveTarget,latitude,longitude
2013-07-18,Technology,Perth Amboy,United States,Matt Collister,0,CA-2013-131835,8861,281,3,A Datum Corporation,597,Corporate,2013-07-22,Standard Class,New Jersey,Phones,4,782,Shipped Early,6,null,597,47,null,40.5176,-74.2754
2013-07-18,Technology,Seattle,United States,Dennis Kane,0.2,US-2013-139087,98105,-5,2,Alpine Ski House,21,Consumer,2013-07-23,Second Class,Washington,Phones,5,27,Shipped Late,3,null,20.78,-22.5,null,47.6633,-122.3022
2013-07-18,Technology,Seattle,United States,Dennis Kane,0,US-2013-139087,98105,90,3,Alpine Ski House,428,Consumer,2013-07-23,Second Class,Washington,Accessories,5,561,Shipped Late,3,null,428.4,21,null,47.6633,-122.3022
2013-07-19,Furniture,Bowling Green,United States,Katharine Harms,0,CA-2013-157763,42104,39,1,Fabrikam Inc,141,Corporate,2013-07-24,Standard Class,Kentucky,Chairs,5,185,Shipped Early,6,null,140.81,28,null,36.9375,-86.4481
2013-07-19,Furniture,Denver,United States,Linda Southworth,0.2,CA-2013-114727,80219,11,3,Alpine Ski House,854,Corporate,2013-07-25,Standard Class,Colorado,Chairs,6,1120,Shipped On Time,6,null,854.35,1.2,null,39.6956,-105.0341
2013-07-19,Furniture,Denver,United States,Linda Southworth,0.2,CA-2013-114727,80219,41,3,Alpine Ski House,544,Corporate,2013-07-25,Standard Class,Colorado,Chairs,6,713,Shipped On Time,6,null,544.01,7.5,null,39.6956,-105.0341
2013-07-19,Technology,Dallas,United States,Susan Vittorini,0.2,CA-2013-124681,75217,3,3,Northwind Traders,16,Consumer,2013-07-24,Second Class,Texas,Accessories,5,20,Shipped Late,3,null,15.58,21.3,null,32.7244,-96.6755
2013-07-19,Technology,Phoenix,United States,Nora Paige,0.2,CA-2013-162110,85023,3,1,Alpine Ski House,56,Consumer,2013-07-23,Standard Class,Arizona,Phones,4,73,Shipped Early,6,null,55.99,6.3,null,33.6324,-112.1118
2013-07-20,Furniture,Hattiesburg,United States,Joy Smith,0,CA-2013-163776,39401,76,6,Fabrikam Inc,186,Consumer,2013-07-26,Standard Class,Mississippi,Furnishings,6,243,Shipped On Time,6,null,185.58,41,null,31.3146,-89.3065
2013-07-20,Furniture,Hattiesburg,United States,Joy Smith,0,CA-2013-163776,39401,126,5,Fabrikam Inc,505,Consumer,2013-07-26,Standard Class,Mississippi,Bookcases,6,662,Shipped On Time,6,null,504.9,25,null,31.3146,-89.3065
2013-07-20,Technology,San Francisco,United States,Tracy Collins,0.2,CA-2013-157217,94110,4,2,Alpine Ski House,36,Home Office,2013-07-22,First Class,California,Phones,2,47,Shipped Late,1,null,35.98,12.5,null,37.7509,-122.4153
2013-07-20,Technology,San Francisco,United States,Tracy Collins,0,CA-2013-157217,94110,133,3,Alpine Ski House,390,Home Office,2013-07-22,First Class,California,Accessories,2,511,Shipped Late,1,null,389.97,34,null,37.7509,-122.4153
2013-07-21,Technology,Long Beach,United States,Pauline Johnson,0,CA-2013-137939,11561,43,5,A Datum Corporation,90,Consumer,2013-07-24,Second Class,New York,Phones,3,118,Shipped On Time,3,null,89.95,48,null,40.5877,-73.6595
2013-07-22,Furniture,Concord,United States,Beth Paige,0.2,CA-2013-142895,28027,0,5,Fabrikam Inc,364,Consumer,2013-07-27,Standard Class,North Carolina,Chairs,5,477,Shipped Early,6,null,363.92,0,null,35.4141,-80.6162
2013-07-23,Furniture,Allentown,United States,Caroline Jumper,0.2,CA-2013-122392,18103,3,2,A Datum Corporation,12,Consumer,2013-07-28,Standard Class,Pennsylvania,Furnishings,5,15,Shipped Early,6,null,11.65,28.8,null,40.5891,-75.4645
2013-07-23,Furniture,Columbia,United States,Maureen Fritzler,0,CA-2013-114307,21044,9,3,A Datum Corporation,27,Corporate,2013-07-27,Standard Class,Maryland,Furnishings,4,36,Shipped Early,6,null,27.42,34,null,39.2141,-76.8788
2013-07-23,Technology,Westland,United States,Dennis Kane,0,US-2013-111290,48185,36,1,Northwind Traders,110,Consumer,2013-07-27,Standard Class,Michigan,Accessories,4,144,Shipped Early,6,null,109.95,33,null,42.3358,-83.3846
2013-07-24,Technology,Houston,United States,Ivan Liston,0.2,CA-2013-111318,77041,12,8,Northwind Traders,115,Consumer,2013-07-27,First Class,Texas,Phones,3,151,Shipped Late,1,null,115.14,10,null,29.8602,-95.5817
2013-07-24,Technology,Tampa,United States,Jennifer Braxton,0.5,CA-2013-165316,33614,-111,1,Fabrikam Inc,265,Corporate,2013-07-28,Standard Class,Florida,Machines,4,348,Shipped Early,6,null,265.48,-42,null,28.0091,-82.5034
2013-07-25,Furniture,New York City,United States,Darren Budd,0.1,CA-2013-162943,10035,31,2,A Datum Corporation,254,Corporate,2013-07-27,Second Class,New York,Chairs,2,333,Shipped Early,3,null,253.76,12.2,null,40.8011,-73.9371
2013-07-26,Furniture,Costa Mesa,United States,Sanjit Chand,0.2,CA-2013-126158,92627,18,2,Alpine Ski House,242,Consumer,2013-08-01,Standard Class,California,Chairs,6,317,Shipped On Time,6,null,241.57,7.5,null,33.6483,-117.9155
2013-07-26,Furniture,Costa Mesa,United States,Sanjit Chand,0,CA-2013-126158,92627,23,9,Alpine Ski House,69,Consumer,2013-08-01,Standard Class,California,Furnishings,6,91,Shipped On Time,6,null,69.3,33,null,33.6483,-117.9155
2013-07-26,Furniture,Costa Mesa,United States,Sanjit Chand,0,CA-2013-126158,92627,82,4,Alpine Ski House,256,Consumer,2013-08-01,Standard Class,California,Furnishings,6,335,Shipped On Time,6,null,255.76,32,null,33.6483,-117.9155
2013-07-26,Furniture,Jackson,United States,Meg Tillman,0,CA-2013-104157,39212,389,8,Fabrikam Inc,2430,Consumer,2013-07-30,Standard Class,Mississippi,Tables,4,3184,Shipped Early,6,null,2430.08,16,null,32.2435,-90.2612
2013-07-26,Furniture,Milwaukee,United States,Sally Hughsby,0,US-2013-115441,53209,28,5,Northwind Traders,95,Corporate,2013-07-29,Second Class,Wisconsin,Furnishings,3,125,Shipped On Time,3,null,95.2,29,null,43.1188,-87.9478
2013-07-26,Furniture,Milwaukee,United States,Sally Hughsby,0,US-2013-115441,53209,97,4,Northwind Traders,404,Corporate,2013-07-29,Second Class,Wisconsin,Chairs,3,529,Shipped On Time,3,null,403.56,24,null,43.1188,-87.9478
2013-07-26,Technology,Columbus,United States,Christy Brittain,0.4,CA-2013-147417,43229,192,4,A Datum Corporation,1440,Consumer,2013-07-28,First Class,Ohio,Copiers,2,1887,Shipped Late,1,null,1439.98,13.3,null,40.0839,-82.9726
2013-07-26,Technology,Milwaukee,United States,Sally Hughsby,0,US-2013-115441,53209,83,5,Northwind Traders,298,Corporate,2013-07-29,Second Class,Wisconsin,Phones,3,390,Shipped On Time,3,null,297.55,28,null,43.1188,-87.9478
2013-07-26,Technology,Milwaukee,United States,Sally Hughsby,0,US-2013-115441,53209,48,7,Northwind Traders,124,Corporate,2013-07-29,Second Class,Wisconsin,Accessories,3,163,Shipped On Time,3,null,124.25,39,null,43.1188,-87.9478
2013-07-29,Furniture,Bethlehem,United States,Olvera Toch,0.5,CA-2013-107783,18018,-78,5,A Datum Corporation,177,Consumer,2013-07-30,First Class,Pennsylvania,Bookcases,1,233,Shipped On Time,1,null,177.45,-44,null,40.6278,-75.3928
2013-07-29,Furniture,Pasadena,United States,Barry Franz,0.6,US-2013-105452,77506,-10,5,Northwind Traders,25,Home Office,2013-08-02,Standard Class,Texas,Furnishings,4,32,Shipped Early,6,null,24.7,-40,null,29.7009,-95.1989
2013-07-29,Furniture,Pasadena,United States,Barry Franz,0.6,US-2013-105452,77506,-378,5,Northwind Traders,303,Home Office,2013-08-02,Standard Class,Texas,Furnishings,4,397,Shipped Early,6,null,302.72,-125,null,29.7009,-95.1989
2013-08-01,Furniture,Detroit,United States,Ken Lonsdale,0,CA-2013-133550,48205,30,3,Northwind Traders,273,Consumer,2013-08-07,Standard Class,Michigan,Furnishings,6,358,Shipped On Time,6,null,272.94,11,null,42.4313,-82.9813
2013-08-01,Furniture,San Francisco,United States,Anna Häberlin,0.2,CA-2013-144148,94122,-32,7,Alpine Ski House,863,Corporate,2013-08-06,Standard Class,California,Tables,5,1131,Shipped Early,6,null,863.13,-3.8,null,37.7593,-122.4836
2013-08-01,Technology,Detroit,United States,Ken Lonsdale,0,CA-2013-133550,48205,165,4,Northwind Traders,636,Consumer,2013-08-07,Standard Class,Michigan,Phones,6,833,Shipped On Time,6,null,635.96,26,null,42.4313,-82.9813
2013-08-01,Technology,Detroit,United States,Ken Lonsdale,0,CA-2013-133550,48205,33,1,Northwind Traders,119,Consumer,2013-08-07,Standard Class,Michigan,Phones,6,156,Shipped On Time,6,null,118.99,28,null,42.4313,-82.9813
2013-08-02,Furniture,Philadelphia,United States,Khloe Miller,0.2,CA-2013-132990,19140,3,2,A Datum Corporation,19,Consumer,2013-08-04,Second Class,Pennsylvania,Furnishings,2,25,Shipped Early,3,null,19.31,16.3,null,40.0118,-75.1456
2013-08-02,Technology,Riverside,United States,Thomas Seio,0.2,CA-2013-155978,92503,91,2,Alpine Ski House,1040,Corporate,2013-08-02,Same Day,California,Phones,0,1362,Shipped On Time,0,null,1039.73,8.8,null,33.9208,-117.4589
2013-08-03,Furniture,Los Angeles,United States,Barry Französisch,0.2,CA-2013-156265,90032,15,2,Alpine Ski House,136,Corporate,2013-08-05,Second Class,California,Tables,2,179,Shipped Early,3,null,136.46,11.3,null,34.0818,-118.1753
2013-08-03,Technology,Los Angeles,United States,Barry Französisch,0.2,CA-2013-156265,90032,33,3,Alpine Ski House,334,Corporate,2013-08-05,Second Class,California,Phones,2,437,Shipped Early,3,null,333.58,10,null,34.0818,-118.1753
2013-08-04,Technology,Tulsa,United States,Alex Grayson,0,CA-2013-104150,74133,23,12,Northwind Traders,167,Consumer,2013-08-06,Second Class,Oklahoma,Accessories,2,219,Shipped Early,3,null,167.28,14,null,36.0467,-95.8841
2013-08-05,Furniture,Suffolk,United States,Max Ludwig,0,CA-2013-110254,23434,46,9,Fabrikam Inc,110,Home Office,2013-08-09,Standard Class,Virginia,Furnishings,4,144,Shipped Early,6,null,109.8,42,null,36.7304,-76.5931
2013-08-05,Technology,Sacramento,United States,Linda Cazamias,0.2,CA-2013-111913,95823,30,2,Alpine Ski House,302,Corporate,2013-08-07,Second Class,California,Phones,2,396,Shipped Early,3,null,302.38,10,null,38.4797,-121.4438
2013-08-07,Technology,Los Angeles,United States,Vivek Gonzalez,0.2,CA-2013-151092,90032,18,4,Alpine Ski House,211,Consumer,2013-08-14,Standard Class,California,Phones,7,277,Shipped Late,6,null,211.17,8.8,null,34.0818,-118.1753
2013-08-08,Technology,Edmonds,United States,Dorothy Wardle,0,CA-2013-148516,98026,86,3,Alpine Ski House,180,Corporate,2013-08-12,Standard Class,Washington,Accessories,4,236,Shipped Early,6,null,179.97,48,null,47.8353,-122.327
2013-08-09,Furniture,Los Angeles,United States,Cathy Armstrong,0.2,CA-2013-107328,90036,13,2,Alpine Ski House,513,Home Office,2013-08-16,Standard Class,California,Tables,7,672,Shipped Late,6,null,513.02,2.5,null,34.0699,-118.3492
2013-08-10,Technology,Fayetteville,United States,Helen Andreada,0.2,US-2013-113649,28314,4,2,Fabrikam Inc,45,Consumer,2013-08-13,First Class,North Carolina,Phones,3,59,Shipped Late,1,null,44.78,10,null,35.0583,-79.008
2013-08-13,Furniture,Lakeland,United States,Cindy Schnelling,0.45,CA-2013-118073,33801,-256,7,Fabrikam Inc,562,Corporate,2013-08-17,Standard Class,Florida,Tables,4,737,Shipped Early,6,null,562.29,-45.5,null,28.0381,-81.9392
2013-08-13,Furniture,New York City,United States,Becky Castell,0.1,CA-2013-143910,10011,-8,2,A Datum Corporation,146,Home Office,2013-08-17,Standard Class,New York,Chairs,4,191,Shipped Early,6,null,145.76,-5.6,null,40.7402,-73.9996
2013-08-13,Furniture,New York City,United States,Nora Preis,0.4,CA-2013-105459,10024,-66,2,A Datum Corporation,209,Consumer,2013-08-18,Second Class,New York,Tables,5,274,Shipped Late,3,null,209.15,-31.7,null,40.7864,-73.9764
2013-08-13,Technology,Carrollton,United States,Chris McAfee,0.2,CA-2013-155845,75007,52,7,Northwind Traders,1400,Consumer,2013-08-16,Second Class,Texas,Accessories,3,1834,Shipped On Time,3,null,1399.94,3.8,null,33.0033,-96.882
2013-08-14,Furniture,West Allis,United States,Theresa Swint,0,CA-2013-156251,53214,24,2,Northwind Traders,242,Corporate,2013-08-19,Second Class,Wisconsin,Bookcases,5,317,Shipped Late,3,null,241.96,10,null,43.0215,-88.0176
2013-08-14,Technology,Kenner,United States,Hunter Glantz,0,US-2013-156692,70065,15,2,Fabrikam Inc,72,Consumer,2013-08-14,Same Day,Louisiana,Accessories,0,94,Shipped On Time,0,null,71.98,21,null,30.0252,-90.2522
2013-08-15,Technology,Akron,United States,Stephanie Phelps,0.4,CA-2013-136770,44312,-56,2,A Datum Corporation,260,Corporate,2013-08-19,Standard Class,Ohio,Phones,4,341,Shipped Early,6,null,259.9,-21.7,null,41.0334,-81.4385
2013-08-15,Technology,Akron,United States,Stephanie Phelps,0.2,CA-2013-136770,44312,49,5,A Datum Corporation,280,Corporate,2013-08-19,Standard Class,Ohio,Accessories,4,367,Shipped Early,6,null,279.96,17.5,null,41.0334,-81.4385
2013-08-15,Technology,Akron,United States,Stephanie Phelps,0.4,CA-2013-136770,44312,-49,2,A Datum Corporation,247,Corporate,2013-08-19,Standard Class,Ohio,Phones,4,324,Shipped Early,6,null,247.19,-20,null,41.0334,-81.4385
2013-08-15,Technology,Los Angeles,United States,Jill Matthias,0.2,CA-2013-136021,90045,36,6,Alpine Ski House,106,Consumer,2013-08-19,Standard Class,California,Machines,4,138,Shipped Early,6,null,105.55,33.8,null,33.9631,-118.3941
2013-08-16,Furniture,Fayetteville,United States,Christopher Conant,0.2,CA-2013-154690,28314,23,2,Fabrikam Inc,225,Consumer,2013-08-18,Second Class,North Carolina,Chairs,2,295,Shipped Early,3,null,225.3,10,null,35.0583,-79.008
2013-08-16,Furniture,Los Angeles,United States,Bill Donatelli,0,CA-2013-167241,90004,44,3,Alpine Ski House,312,Consumer,2013-08-23,Standard Class,California,Furnishings,7,409,Shipped Late,6,null,312.03,14,null,34.0762,-118.3029
2013-08-16,Technology,Los Angeles,United States,Bill Donatelli,0.2,CA-2013-167241,90004,10,3,Alpine Ski House,166,Consumer,2013-08-23,Standard Class,California,Phones,7,217,Shipped Late,6,null,165.6,6.3,null,34.0762,-118.3029
2013-08-16,Technology,Oakland,United States,Craig Yedwab,0.2,CA-2013-166163,94601,7,3,Alpine Ski House,72,Corporate,2013-08-21,Second Class,California,Phones,5,94,Shipped Late,3,null,71.98,10,null,37.7806,-122.2166
2013-08-16,Technology,Tallahassee,United States,John Castell,0.2,CA-2013-118626,32303,71,7,Fabrikam Inc,706,Consumer,2013-08-21,Standard Class,Florida,Phones,5,925,Shipped Early,6,null,705.54,10,null,30.4874,-84.3189
2013-08-17,Furniture,Los Angeles,United States,Anthony ODonnell,0.2,CA-2013-148096,90045,12,2,Alpine Ski House,161,Corporate,2013-08-20,First Class,California,Tables,3,211,Shipped Late,1,null,161.28,7.5,null,33.9631,-118.3941
2013-08-19,Furniture,Houston,United States,Matt Abelman,0.6,CA-2013-128916,77070,-2,4,Northwind Traders,5,Home Office,2013-08-21,Second Class,Texas,Furnishings,2,7,Shipped Early,3,null,5.34,-40,null,29.9781,-95.5803
2013-08-19,Furniture,Houston,United States,Matt Abelman,0.6,CA-2013-128916,77070,-4,3,Northwind Traders,10,Home Office,2013-08-21,Second Class,Texas,Furnishings,2,13,Shipped Early,3,null,9.55,-40,null,29.9781,-95.5803
2013-08-19,Technology,New York City,United States,Greg Guthrie,0,CA-2013-153353,10035,12,1,A Datum Corporation,40,Corporate,2013-08-25,Standard Class,New York,Phones,6,52,Shipped On Time,6,null,39.99,29,null,40.8011,-73.9371
2013-08-21,Technology,Detroit,United States,Dianna Wilson,0,CA-2013-151141,48205,4,2,Northwind Traders,15,Home Office,2013-08-24,First Class,Michigan,Phones,3,19,Shipped Late,1,null,14.78,27,null,42.4313,-82.9813
2013-08-22,Furniture,Los Angeles,United States,Scot Coram,0.2,US-2013-126452,90004,180,9,Alpine Ski House,2887,Corporate,2013-08-29,Standard Class,California,Tables,7,3783,Shipped Late,6,null,2887.06,6.3,null,34.0762,-118.3029
2013-08-22,Furniture,New York City,United States,Jay Kimmel,0.1,CA-2013-122581,10035,64,7,A Datum Corporation,573,Consumer,2013-08-26,Standard Class,New York,Chairs,4,751,Shipped Early,6,null,573.17,11.1,null,40.8011,-73.9371
2013-08-22,Furniture,Philadelphia,United States,Rick Bensley,0.4,US-2013-146066,19143,-340,9,A Datum Corporation,815,Home Office,2013-08-24,Second Class,Pennsylvania,Tables,2,1068,Shipped Early,3,null,815.29,-41.7,null,39.9448,-75.2288
2013-08-22,Technology,Los Angeles,United States,Scot Coram,0.2,US-2013-126452,90004,-8,2,Alpine Ski House,32,Corporate,2013-08-29,Standard Class,California,Phones,7,42,Shipped Late,6,null,31.98,-25,null,34.0762,-118.3029
2013-08-22,Technology,Los Angeles,United States,Scot Coram,0,US-2013-126452,90004,92,3,Alpine Ski House,255,Corporate,2013-08-29,Standard Class,California,Accessories,7,334,Shipped Late,6,null,254.97,36,null,34.0762,-118.3029
2013-08-22,Technology,Los Angeles,United States,Scot Coram,0.2,US-2013-126452,90004,-21,5,Alpine Ski House,92,Corporate,2013-08-29,Standard Class,California,Phones,7,121,Shipped Late,6,null,91.96,-22.5,null,34.0762,-118.3029
2013-08-23,Furniture,Fort Collins,United States,Tony Chapman,0.2,US-2013-141880,80525,10,3,Alpine Ski House,98,Home Office,2013-08-24,First Class,Colorado,Furnishings,1,129,Shipped On Time,1,null,98.33,10,null,40.5384,-105.0547
2013-08-24,Furniture,Pharr,United States,Mick Hernandez,0.6,US-2013-160528,78577,-10,3,Northwind Traders,23,Home Office,2013-08-31,Standard Class,Texas,Furnishings,7,30,Shipped Late,6,null,22.61,-45,null,26.1771,-98.187
2013-08-24,Furniture,Seattle,United States,Maxwell Schwartz,0.2,CA-2013-150350,98105,-40,6,Alpine Ski House,533,Consumer,2013-08-31,Standard Class,Washington,Chairs,7,698,Shipped Late,6,null,532.7,-7.5,null,47.6633,-122.3022
2013-08-24,Technology,Pharr,United States,Mick Hernandez,0.2,US-2013-160528,78577,-33,7,Northwind Traders,666,Home Office,2013-08-31,Standard Class,Texas,Accessories,7,873,Shipped Late,6,null,666.4,-5,null,26.1771,-98.187
2013-08-24,Technology,Seattle,United States,Maxwell Schwartz,0.2,CA-2013-150350,98105,63,3,Alpine Ski House,838,Consumer,2013-08-31,Standard Class,Washington,Machines,7,1098,Shipped Late,6,null,837.6,7.5,null,47.6633,-122.3022
2013-08-24,Technology,Sheboygan,United States,Matt Abelman,0,US-2013-117793,53081,1,2,Northwind Traders,2,Home Office,2013-08-30,Standard Class,Wisconsin,Accessories,6,3,Shipped On Time,6,null,1.98,45,null,43.741,-87.7247
2013-08-27,Furniture,Athens,United States,Xylona Preis,0,CA-2013-163174,30605,41,3,Fabrikam Inc,187,Consumer,2013-08-31,Standard Class,Georgia,Furnishings,4,244,Shipped Early,6,null,186.54,22,null,33.9321,-83.3525
2013-08-27,Furniture,Detroit,United States,Andrew Allen,0,CA-2013-114601,48234,99,4,Northwind Traders,448,Consumer,2013-09-03,Standard Class,Michigan,Tables,7,587,Shipped Late,6,null,447.84,22,null,42.4337,-83.0434
2013-08-27,Furniture,Pasadena,United States,Linda Cazamias,0.3,CA-2013-152289,77506,-29,6,Northwind Traders,1025,Corporate,2013-08-29,First Class,Texas,Chairs,2,1343,Shipped Late,1,null,1024.72,-2.9,null,29.7009,-95.1989
2013-08-27,Furniture,San Diego,United States,Don Jones,0.2,CA-2013-128594,92037,100,4,Alpine Ski House,1603,Corporate,2013-08-30,First Class,California,Chairs,3,2101,Shipped Late,1,null,1603.14,6.3,null,32.8455,-117.2521
2013-08-27,Technology,Detroit,United States,Andrew Allen,0,CA-2013-114601,48234,59,3,Northwind Traders,210,Consumer,2013-09-03,Standard Class,Michigan,Phones,7,275,Shipped Late,6,null,209.97,28,null,42.4337,-83.0434
2013-08-27,Technology,Detroit,United States,Andrew Allen,0,CA-2013-114601,48234,163,3,Northwind Traders,480,Consumer,2013-09-03,Standard Class,Michigan,Accessories,7,629,Shipped Late,6,null,479.97,34,null,42.4337,-83.0434
2013-08-27,Technology,Franklin,United States,Shirley Schmidt,0,US-2013-163538,53132,15,3,Northwind Traders,48,Home Office,2013-08-31,Standard Class,Wisconsin,Accessories,4,63,Shipped Early,6,null,47.97,31,null,42.9017,-88.0086
2013-08-27,Technology,New York City,United States,Dan Reichenbach,0,US-2013-127425,10035,87,5,A Datum Corporation,250,Corporate,2013-09-01,Standard Class,New York,Accessories,5,328,Shipped Early,6,null,249.95,35,null,40.8011,-73.9371
2013-08-27,Technology,New York City,United States,Dan Reichenbach,0,US-2013-127425,10035,8,6,A Datum Corporation,33,Corporate,2013-09-01,Standard Class,New York,Phones,5,43,Shipped Early,6,null,33,25,null,40.8011,-73.9371
2013-08-27,Technology,Pasadena,United States,Linda Cazamias,0.2,CA-2013-152289,77506,44,2,Northwind Traders,160,Corporate,2013-08-29,First Class,Texas,Accessories,2,210,Shipped Late,1,null,159.98,27.5,null,29.7009,-95.1989
2013-08-27,Technology,Philadelphia,United States,Vivek Grady,0.2,CA-2013-132094,19140,13,2,A Datum Corporation,48,Corporate,2013-09-03,Standard Class,Pennsylvania,Accessories,7,63,Shipped Late,6,null,47.98,27.5,null,40.0118,-75.1456
2013-08-28,Furniture,Quincy,United States,Ted Butterfield,0.3,CA-2013-145982,2169,21,1,A Datum Corporation,245,Consumer,2013-09-02,Second Class,Massachusetts,Tables,5,321,Shipped Late,3,null,244.61,8.6,null,42.2491,-70.9978
2013-08-28,Technology,Quincy,United States,Ted Butterfield,0,CA-2013-145982,2169,29,3,A Datum Corporation,60,Consumer,2013-09-02,Second Class,Massachusetts,Phones,5,79,Shipped Late,3,null,59.97,48,null,42.2491,-70.9978
2013-08-29,Furniture,Dallas,United States,Tom Prescott,0.32,CA-2013-145303,75081,-53,2,Northwind Traders,156,Consumer,2013-09-01,First Class,Texas,Bookcases,3,205,Shipped Late,1,null,156.37,-33.8,null,32.9462,-96.7058
2013-08-29,Technology,Englewood,United States,Chad Sievert,0.2,US-2013-144211,80112,8,3,Alpine Ski House,109,Consumer,2013-09-03,Standard Class,Colorado,Phones,5,142,Shipped Early,6,null,108.58,7.5,null,39.5805,-104.9011
2013-08-30,Furniture,Philadelphia,United States,George Bell,0.4,CA-2013-159912,19120,-56,4,A Datum Corporation,242,Corporate,2013-09-04,Standard Class,Pennsylvania,Tables,5,317,Shipped Early,6,null,241.92,-23.3,null,40.0343,-75.1213
2013-08-30,Furniture,Philadelphia,United States,George Bell,0.5,CA-2013-159912,19120,-82,4,A Datum Corporation,164,Corporate,2013-09-04,Standard Class,Pennsylvania,Bookcases,5,215,Shipped Early,6,null,163.88,-50,null,40.0343,-75.1213
2013-08-30,Technology,Chicago,United States,Rick Bensley,0.2,CA-2013-158568,60610,-11,3,Northwind Traders,96,Home Office,2013-09-03,Standard Class,Illinois,Accessories,4,126,Shipped Early,6,null,95.98,-11.3,null,41.9033,-87.6336
2013-08-30,Technology,New York City,United States,Meg OConnel,0,CA-2013-128727,10024,6,4,A Datum Corporation,22,Home Office,2013-09-05,Standard Class,New York,Phones,6,29,Shipped On Time,6,null,22,25,null,40.7864,-73.9764
2013-08-31,Furniture,Los Angeles,United States,Bruce Geld,0,CA-2013-165995,90008,16,4,Alpine Ski House,47,Consumer,2013-09-07,Standard Class,California,Furnishings,7,62,Shipped Late,6,null,47.04,34,null,34.0116,-118.3411
2013-08-31,Furniture,Philadelphia,United States,Patrick OBrill,0.3,US-2013-141544,19143,-259,4,A Datum Corporation,787,Consumer,2013-09-02,First Class,Pennsylvania,Chairs,2,1031,Shipped Late,1,null,786.74,-32.9,null,39.9448,-75.2288
2013-08-31,Technology,Los Angeles,United States,Bruce Geld,0.2,CA-2013-165995,90008,42,5,Alpine Ski House,340,Consumer,2013-09-07,Standard Class,California,Phones,7,445,Shipped Late,6,null,339.96,12.5,null,34.0116,-118.3411
2013-08-31,Technology,Philadelphia,United States,Patrick OBrill,0.4,US-2013-141544,19143,-68,3,A Datum Corporation,291,Consumer,2013-09-02,First Class,Pennsylvania,Phones,2,381,Shipped Late,1,null,290.9,-23.3,null,39.9448,-75.2288
2013-09-02,Furniture,New York City,United States,Patrick Gardner,0,CA-2013-151561,10011,61,3,A Datum Corporation,192,Consumer,2013-09-08,Standard Class,New York,Furnishings,6,251,Shipped On Time,6,null,191.82,32,null,40.7402,-73.9996
2013-09-02,Technology,Detroit,United States,Joseph Airdo,0,CA-2013-116526,48227,2,1,Northwind Traders,9,Consumer,2013-09-06,Standard Class,Michigan,Phones,4,12,Shipped Early,6,null,8.78,26,null,42.3883,-83.1937
2013-09-02,Technology,New York City,United States,Adam Bellavance,0,CA-2013-129714,10009,2,1,A Datum Corporation,7,Home Office,2013-09-04,First Class,New York,Accessories,2,9,Shipped Late,1,null,6.79,34,null,40.7262,-73.9796
2013-09-02,Technology,New York City,United States,Patrick Gardner,0,CA-2013-151561,10011,206,6,A Datum Corporation,469,Consumer,2013-09-08,Standard Class,New York,Accessories,6,614,Shipped On Time,6,null,468.9,44,null,40.7402,-73.9996
2013-09-02,Technology,New York City,United States,Patrick Gardner,0,CA-2013-151561,10011,30,2,A Datum Corporation,72,Consumer,2013-09-08,Standard Class,New York,Accessories,6,95,Shipped On Time,6,null,72.48,42,null,40.7402,-73.9996
2013-09-02,Technology,Philadelphia,United States,Dean Katz,0.4,CA-2013-155481,19140,-5,2,A Datum Corporation,24,Corporate,2013-09-06,Standard Class,Pennsylvania,Phones,4,31,Shipped Early,6,null,23.99,-20,null,40.0118,-75.1456
2013-09-03,Furniture,Charlotte,United States,Joe Elijah,0.4,CA-2013-106950,28205,-150,3,Fabrikam Inc,473,Consumer,2013-09-07,Standard Class,North Carolina,Tables,4,619,Shipped Early,6,null,472.52,-31.7,null,35.22,-80.7881
2013-09-03,Furniture,Chicago,United States,Tom Ashbrook,0.6,CA-2013-129847,60653,-76,2,Northwind Traders,84,Home Office,2013-09-05,First Class,Illinois,Furnishings,2,110,Shipped Late,1,null,84.27,-90,null,41.8196,-87.6126
2013-09-03,Furniture,Des Moines,United States,Becky Martin,0.2,CA-2013-106278,98198,-3,3,Alpine Ski House,216,Consumer,2013-09-06,Second Class,Washington,Chairs,3,283,Shipped On Time,3,null,215.98,-1.3,null,47.3929,-122.3129
2013-09-03,Furniture,Los Angeles,United States,Lena Radford,0.2,CA-2013-126732,90036,28,3,Alpine Ski House,569,Consumer,2013-09-07,Standard Class,California,Tables,4,745,Shipped Early,6,null,568.73,5,null,34.0699,-118.3492
2013-09-03,Furniture,Los Angeles,United States,Lena Radford,0,CA-2013-126732,90036,31,9,Alpine Ski House,95,Consumer,2013-09-07,Standard Class,California,Furnishings,4,124,Shipped Early,6,null,94.68,33,null,34.0699,-118.3492
2013-09-03,Furniture,New York City,United States,Karen Daniels,0,CA-2013-130407,10024,10,2,A Datum Corporation,40,Consumer,2013-09-07,Standard Class,New York,Furnishings,4,52,Shipped Early,6,null,39.98,25,null,40.7864,-73.9764
